t_ms,V_mV,n,h,alpha,volL_L,PAO2_mmHg,PaO2_mmHg,gtonic_nS,SaO2_pct
4.01088509e+02,-6.03374556e+01,3.95713495e-04,7.54064609e-01,1.35364765e-04,2.03550705e+00,9.78119878e+01,9.62429726e+01,9.06154327e-02,9.63453843e+01
4.06088509e+02,-6.03344194e+01,3.96013862e-04,7.54169007e-01,1.34708835e-04,2.03533437e+00,9.77962908e+01,9.62259242e+01,9.06850759e-02,9.63438246e+01
4.11088509e+02,-6.03313854e+01,3.96314245e-04,7.54273261e-01,1.34056187e-04,2.03516253e+00,9.77805806e+01,9.62089022e+01,9.07546523e-02,9.63422663e+01
4.16088509e+02,-6.03283534e+01,3.96614652e-04,7.54377373e-01,1.33406807e-04,2.03499153e+00,9.77648574e+01,9.61919060e+01,9.08241641e-02,9.63407095e+01
4.21088509e+02,-6.03253234e+01,3.96915089e-04,7.54481343e-01,1.32760677e-04,2.03482137e+00,9.77491217e+01,9.61749350e+01,9.08936133e-02,9.63391541e+01
4.26088509e+02,-6.03222953e+01,3.97215564e-04,7.54585171e-01,1.32117781e-04,2.03465204e+00,9.77333738e+01,9.61579887e+01,9.09630021e-02,9.63376001e+01
4.31088509e+02,-6.03192690e+01,3.97516085e-04,7.54688857e-01,1.31478103e-04,2.03448354e+00,9.77176141e+01,9.61410666e+01,9.10323323e-02,9.63360473e+01
4.36088509e+02,-6.03162445e+01,3.97816657e-04,7.54792401e-01,1.30841628e-04,2.03431586e+00,9.77018429e+01,9.61241682e+01,9.11016060e-02,9.63344959e+01
4.41088509e+02,-6.03132217e+01,3.98117288e-04,7.54895803e-01,1.30208338e-04,2.03414900e+00,9.76860607e+01,9.61072929e+01,9.11708251e-02,9.63329456e+01
4.46088509e+02,-6.03102005e+01,3.98417983e-04,7.54999064e-01,1.29578219e-04,2.03398297e+00,9.76702677e+01,9.60904403e+01,9.12399913e-02,9.63313966e+01
4.51088509e+02,-6.03071808e+01,3.98718751e-04,7.55102183e-01,1.28951254e-04,2.03381774e+00,9.76544643e+01,9.60736099e+01,9.13091066e-02,9.63298486e+01
4.56088509e+02,-6.03041627e+01,3.99019595e-04,7.55205162e-01,1.28327428e-04,2.03365333e+00,9.76386507e+01,9.60568012e+01,9.13781726e-02,9.63283018e+01
4.61088509e+02,-6.03011459e+01,3.99320524e-04,7.55308000e-01,1.27706724e-04,2.03348972e+00,9.76228274e+01,9.60400138e+01,9.14471911e-02,9.63267561e+01
4.66088509e+02,-6.02981306e+01,3.99621543e-04,7.55410697e-01,1.27089129e-04,2.03332691e+00,9.76069945e+01,9.60232472e+01,9.15161638e-02,9.63252113e+01
4.71088509e+02,-6.02951165e+01,3.99922657e-04,7.55513253e-01,1.26474625e-04,2.03316490e+00,9.75911525e+01,9.60065010e+01,9.15850922e-02,9.63236676e+01
4.76088509e+02,-6.02921037e+01,4.00223873e-04,7.55615669e-01,1.25863197e-04,2.03300368e+00,9.75753016e+01,9.59897747e+01,9.16539780e-02,9.63221248e+01
4.81088509e+02,-6.02890921e+01,4.00525196e-04,7.55717945e-01,1.25254831e-04,2.03284326e+00,9.75594421e+01,9.59730680e+01,9.17228228e-02,9.63205829e+01
4.86088509e+02,-6.02860816e+01,4.00826632e-04,7.55820081e-01,1.24649511e-04,2.03268362e+00,9.75435742e+01,9.59563805e+01,9.17916280e-02,9.63190419e+01
4.91088509e+02,-6.02830722e+01,4.01128186e-04,7.55922077e-01,1.24047222e-04,2.03252477e+00,9.75276983e+01,9.59397118e+01,9.18603952e-02,9.63175017e+01
4.96088509e+02,-6.02800639e+01,4.01429863e-04,7.56023933e-01,1.23447948e-04,2.03236669e+00,9.75118146e+01,9.59230615e+01,9.19291256e-02,9.63159623e+01
5.01088509e+02,-6.02770565e+01,4.01731668e-04,7.56125650e-01,1.22851675e-04,2.03220939e+00,9.74959233e+01,9.59064292e+01,9.19978209e-02,9.63144238e+01
5.06088509e+02,-6.02740500e+01,4.02033607e-04,7.56227227e-01,1.22258387e-04,2.03205286e+00,9.74800248e+01,9.58898145e+01,9.20664823e-02,9.63128860e+01
5.11088509e+02,-6.02710444e+01,4.02335684e-04,7.56328666e-01,1.21668070e-04,2.03189710e+00,9.74641192e+01,9.58732172e+01,9.21351111e-02,9.63113489e+01
5.16088509e+02,-6.02680396e+01,4.02637904e-04,7.56429965e-01,1.21080709e-04,2.03174210e+00,9.74482068e+01,9.58566368e+01,9.22037087e-02,9.63098125e+01
5.21088509e+02,-6.02650357e+01,4.02940272e-04,7.56531125e-01,1.20496289e-04,2.03158787e+00,9.74322879e+01,9.58400731e+01,9.22722764e-02,9.63082767e+01
5.26088509e+02,-6.02620324e+01,4.03242793e-04,7.56632147e-01,1.19914796e-04,2.03143439e+00,9.74163626e+01,9.58235257e+01,9.23408153e-02,9.63067416e+01
5.31088509e+02,-6.02590298e+01,4.03545471e-04,7.56733030e-01,1.19336215e-04,2.03128167e+00,9.74004312e+01,9.58069943e+01,9.24093267e-02,9.63052071e+01
5.36088509e+02,-6.02560279e+01,4.03848311e-04,7.56833775e-01,1.18760531e-04,2.03112969e+00,9.73844939e+01,9.57904786e+01,9.24778117e-02,9.63036732e+01
5.41088509e+02,-6.02530266e+01,4.04151316e-04,7.56934381e-01,1.18187730e-04,2.03097847e+00,9.73685510e+01,9.57739782e+01,9.25462716e-02,9.63021398e+01
5.46088509e+02,-6.02500259e+01,4.04454492e-04,7.57034850e-01,1.17617797e-04,2.03082798e+00,9.73526025e+01,9.57574930e+01,9.26147073e-02,9.63006070e+01
5.51088509e+02,-6.02470256e+01,4.04757842e-04,7.57135180e-01,1.17050719e-04,2.03067824e+00,9.73366488e+01,9.57410225e+01,9.26831201e-02,9.62990746e+01
5.56088509e+02,-6.02440259e+01,4.05061370e-04,7.57235373e-01,1.16486481e-04,2.03052923e+00,9.73206901e+01,9.57245666e+01,9.27515109e-02,9.62975427e+01
5.61088509e+02,-6.02410266e+01,4.05365081e-04,7.57335428e-01,1.15925069e-04,2.03038095e+00,9.73047264e+01,9.57081249e+01,9.28198808e-02,9.62960113e+01
5.66088509e+02,-6.02380277e+01,4.05668978e-04,7.57435346e-01,1.15366469e-04,2.03023340e+00,9.72887581e+01,9.56916972e+01,9.28882308e-02,9.62944803e+01
5.71088509e+02,-6.02350291e+01,4.05973065e-04,7.57535126e-01,1.14810666e-04,2.03008658e+00,9.72727853e+01,9.56752832e+01,9.29565619e-02,9.62929498e+01
5.76088509e+02,-6.02320309e+01,4.06277347e-04,7.57634770e-01,1.14257648e-04,2.02994048e+00,9.72568081e+01,9.56588827e+01,9.30248751e-02,9.62914196e+01
5.81088509e+02,-6.02290330e+01,4.06581825e-04,7.57734276e-01,1.13707399e-04,2.02979510e+00,9.72408268e+01,9.56424954e+01,9.30931713e-02,9.62898898e+01
5.86088509e+02,-6.02260354e+01,4.06886505e-04,7.57833645e-01,1.13159906e-04,2.02965043e+00,9.72248416e+01,9.56261211e+01,9.31614514e-02,9.62883603e+01
5.91088509e+02,-6.02230380e+01,4.07191390e-04,7.57932878e-01,1.12615156e-04,2.02950647e+00,9.72088525e+01,9.56097596e+01,9.32297162e-02,9.62868311e+01
5.96088509e+02,-6.02200408e+01,4.07496483e-04,7.58031974e-01,1.12073135e-04,2.02936323e+00,9.71928598e+01,9.55934105e+01,9.32979668e-02,9.62853023e+01
6.01088509e+02,-6.02170437e+01,4.07801787e-04,7.58130934e-01,1.11533828e-04,2.02922069e+00,9.71768635e+01,9.55770738e+01,9.33662038e-02,9.62837737e+01
6.06088509e+02,-6.02140468e+01,4.08107307e-04,7.58229758e-01,1.10997224e-04,2.02907884e+00,9.71608640e+01,9.55607492e+01,9.34344282e-02,9.62822454e+01
6.11088509e+02,-6.02110499e+01,4.08413044e-04,7.58328445e-01,1.10463307e-04,2.02893770e+00,9.71448613e+01,9.55444364e+01,9.35026407e-02,9.62807174e+01
6.16088509e+02,-6.02080532e+01,4.08719003e-04,7.58426996e-01,1.09932065e-04,2.02879725e+00,9.71288556e+01,9.55281353e+01,9.35708421e-02,9.62791896e+01
6.21088509e+02,-6.02050565e+01,4.09025187e-04,7.58525412e-01,1.09403485e-04,2.02865750e+00,9.71128469e+01,9.55118457e+01,9.36390333e-02,9.62776620e+01
6.26088509e+02,-6.02020598e+01,4.09331598e-04,7.58623692e-01,1.08877552e-04,2.02851843e+00,9.70968356e+01,9.54955673e+01,9.37072148e-02,9.62761345e+01
6.31088509e+02,-6.01990631e+01,4.09638239e-04,7.58721836e-01,1.08354255e-04,2.02838005e+00,9.70808216e+01,9.54793001e+01,9.37753875e-02,9.62746073e+01
6.36088509e+02,-6.01960663e+01,4.09945114e-04,7.58819845e-01,1.07833579e-04,2.02824234e+00,9.70648052e+01,9.54630437e+01,9.38435521e-02,9.62730802e+01
6.41088509e+02,-6.01930695e+01,4.10252226e-04,7.58917719e-01,1.07315513e-04,2.02810532e+00,9.70487864e+01,9.54467980e+01,9.39117092e-02,9.62715533e+01
6.46088509e+02,-6.01900726e+01,4.10559577e-04,7.59015457e-01,1.06800041e-04,2.02796897e+00,9.70327655e+01,9.54305628e+01,9.39798595e-02,9.62700265e+01
6.51088509e+02,-6.01870756e+01,4.10867170e-04,7.59113061e-01,1.06287153e-04,2.02783330e+00,9.70167424e+01,9.54143381e+01,9.40480037e-02,9.62684998e+01
6.56088509e+02,-6.01840784e+01,4.11175008e-04,7.59210529e-01,1.05776835e-04,2.02769829e+00,9.70007174e+01,9.53981235e+01,9.41161425e-02,9.62669732e+01
6.61088509e+02,-6.01810811e+01,4.11483093e-04,7.59307863e-01,1.05269073e-04,2.02756394e+00,9.69846906e+01,9.53819189e+01,9.41842764e-02,9.62654467e+01
6.66088509e+02,-6.01780836e+01,4.11791428e-04,7.59405063e-01,1.04763856e-04,2.02743026e+00,9.69686620e+01,9.53657242e+01,9.42524060e-02,9.62639203e+01
6.71088509e+02,-6.01750858e+01,4.12100016e-04,7.59502128e-01,1.04261171e-04,2.02729724e+00,9.69526319e+01,9.53495392e+01,9.43205320e-02,9.62623939e+01
6.76088509e+02,-6.01720878e+01,4.12408860e-04,7.59599058e-01,1.03761005e-04,2.02716488e+00,9.69366002e+01,9.53333638e+01,9.43886549e-02,9.62608676e+01
6.81088509e+02,-6.01690896e+01,4.12717961e-04,7.59695855e-01,1.03263345e-04,2.02703316e+00,9.69205672e+01,9.53171978e+01,9.44567753e-02,9.62593413e+01
6.86088509e+02,-6.01660911e+01,4.13027322e-04,7.59792517e-01,1.02768179e-04,2.02690210e+00,9.69045329e+01,9.53010410e+01,9.45248937e-02,9.62578150e+01
6.91088509e+02,-6.01630923e+01,4.13336946e-04,7.59889046e-01,1.02275495e-04,2.02677168e+00,9.68884974e+01,9.52848934e+01,9.45930107e-02,9.62562887e+01
6.96088509e+02,-6.01600932e+01,4.13646834e-04,7.59985441e-01,1.01785280e-04,2.02664191e+00,9.68724608e+01,9.52687548e+01,9.46611268e-02,9.62547624e+01
7.01088509e+02,-6.01570937e+01,4.13956990e-04,7.60081702e-01,1.01297522e-04,2.02651278e+00,9.68564233e+01,9.52526250e+01,9.47292424e-02,9.62532361e+01
7.06088509e+02,-6.01540939e+01,4.14267415e-04,7.60177830e-01,1.00812209e-04,2.02638428e+00,9.68403849e+01,9.52365039e+01,9.47973582e-02,9.62517098e+01
7.11088509e+02,-6.01510936e+01,4.14578112e-04,7.60273824e-01,1.00329328e-04,2.02625642e+00,9.68243457e+01,9.52203915e+01,9.48654745e-02,9.62501834e+01
7.16088509e+02,-6.01480930e+01,4.14889083e-04,7.60369685e-01,9.98488670e-05,2.02612918e+00,9.68083058e+01,9.52042875e+01,9.49335918e-02,9.62486570e+01
7.21088509e+02,-6.01450920e+01,4.15200330e-04,7.60465413e-01,9.93708146e-05,2.02600258e+00,9.67922654e+01,9.51881919e+01,9.50017107e-02,9.62471305e+01
7.26088509e+02,-6.01420906e+01,4.15511856e-04,7.60561008e-01,9.88951586e-05,2.02587660e+00,9.67762244e+01,9.51721045e+01,9.50698315e-02,9.62456039e+01
7.31088509e+02,-6.01390887e+01,4.15823661e-04,7.60656470e-01,9.84218869e-05,2.02575125e+00,9.67601830e+01,9.51560252e+01,9.51379547e-02,9.62440772e+01
7.36088509e+02,-6.01360863e+01,4.16135749e-04,7.60751799e-01,9.79509877e-05,2.02562651e+00,9.67441413e+01,9.51399539e+01,9.52060806e-02,9.62425505e+01
7.41088509e+02,-6.01330834e+01,4.16448121e-04,7.60846996e-01,9.74824490e-05,2.02550239e+00,9.67280993e+01,9.51238905e+01,9.52742098e-02,9.62410237e+01
7.46088509e+02,-6.01300801e+01,4.16760779e-04,7.60942060e-01,9.70162593e-05,2.02537888e+00,9.67120571e+01,9.51078349e+01,9.53423426e-02,9.62394967e+01
7.51088509e+02,-6.01270762e+01,4.17073725e-04,7.61036992e-01,9.65524067e-05,2.02525598e+00,9.66960148e+01,9.50917870e+01,9.54104795e-02,9.62379696e+01
7.56088509e+02,-6.01240718e+01,4.17386962e-04,7.61131792e-01,9.60908797e-05,2.02513369e+00,9.66799726e+01,9.50757466e+01,9.54786207e-02,9.62364424e+01
7.61088509e+02,-6.01210669e+01,4.17700490e-04,7.61226460e-01,9.56316665e-05,2.02501200e+00,9.66639304e+01,9.50597138e+01,9.55467666e-02,9.62349150e+01
7.66088509e+02,-6.01180614e+01,4.18014313e-04,7.61320995e-01,9.51747558e-05,2.02489091e+00,9.66478883e+01,9.50436883e+01,9.56149177e-02,9.62333875e+01
7.71088509e+02,-6.01150553e+01,4.18328431e-04,7.61415399e-01,9.47201359e-05,2.02477042e+00,9.66318464e+01,9.50276701e+01,9.56830743e-02,9.62318599e+01
7.76088509e+02,-6.01120486e+01,4.18642846e-04,7.61509671e-01,9.42677956e-05,2.02465053e+00,9.66158048e+01,9.50116592e+01,9.57512366e-02,9.62303320e+01
7.81088509e+02,-6.01090414e+01,4.18957560e-04,7.61603812e-01,9.38177234e-05,2.02453123e+00,9.65997635e+01,9.49956553e+01,9.58194052e-02,9.62288040e+01
7.86088509e+02,-6.01060335e+01,4.19272576e-04,7.61697821e-01,9.33699081e-05,2.02441252e+00,9.65837226e+01,9.49796585e+01,9.58875802e-02,9.62272758e+01
7.91088509e+02,-6.01030250e+01,4.19587894e-04,7.61791699e-01,9.29243383e-05,2.02429440e+00,9.65676822e+01,9.49636686e+01,9.59557620e-02,9.62257475e+01
7.96088509e+02,-6.01000158e+01,4.19903516e-04,7.61885446e-01,9.24810030e-05,2.02417686e+00,9.65516424e+01,9.49476855e+01,9.60239509e-02,9.62242189e+01
8.01088509e+02,-6.00970060e+01,4.20219444e-04,7.61979061e-01,9.20398909e-05,2.02405990e+00,9.65356031e+01,9.49317093e+01,9.60921472e-02,9.62226901e+01
8.06088509e+02,-6.00939955e+01,4.20535679e-04,7.62072546e-01,9.16009911e-05,2.02394352e+00,9.65195645e+01,9.49157397e+01,9.61603512e-02,9.62211611e+01
8.11088509e+02,-6.00909844e+01,4.20852224e-04,7.62165899e-01,9.11642924e-05,2.02382771e+00,9.65035266e+01,9.48997767e+01,9.62285632e-02,9.62196319e+01
8.16088509e+02,-6.00879725e+01,4.21169079e-04,7.62259122e-01,9.07297839e-05,2.02371248e+00,9.64874895e+01,9.48838203e+01,9.62967835e-02,9.62181025e+01
8.21088509e+02,-6.00849600e+01,4.21486246e-04,7.62352215e-01,9.02974546e-05,2.02359782e+00,9.64714533e+01,9.48678704e+01,9.63650123e-02,9.62165729e+01
8.26088509e+02,-6.00819467e+01,4.21803727e-04,7.62445176e-01,8.98672938e-05,2.02348372e+00,9.64554179e+01,9.48519268e+01,9.64332499e-02,9.62150430e+01
8.31088509e+02,-6.00789328e+01,4.22121524e-04,7.62538008e-01,8.94392907e-05,2.02337019e+00,9.64393835e+01,9.48359896e+01,9.65014966e-02,9.62135128e+01
8.36088509e+02,-6.00759180e+01,4.22439637e-04,7.62630709e-01,8.90134344e-05,2.02325723e+00,9.64233500e+01,9.48200587e+01,9.65697525e-02,9.62119824e+01
8.41088509e+02,-6.00729026e+01,4.22758068e-04,7.62723280e-01,8.85897143e-05,2.02314482e+00,9.64073177e+01,9.48041339e+01,9.66380181e-02,9.62104518e+01
8.46088509e+02,-6.00698864e+01,4.23076819e-04,7.62815722e-01,8.81681197e-05,2.02303296e+00,9.63912864e+01,9.47882153e+01,9.67062934e-02,9.62089209e+01
8.51088509e+02,-6.00668694e+01,4.23395890e-04,7.62908033e-01,8.77486400e-05,2.02292166e+00,9.63752563e+01,9.47723027e+01,9.67745787e-02,9.62073897e+01
8.56088509e+02,-6.00638516e+01,4.23715285e-04,7.63000214e-01,8.73312648e-05,2.02281092e+00,9.63592273e+01,9.47563962e+01,9.68428742e-02,9.62058583e+01
8.61088509e+02,-6.00608331e+01,4.24035002e-04,7.63092266e-01,8.69159834e-05,2.02270072e+00,9.63431996e+01,9.47404956e+01,9.69111802e-02,9.62043265e+01
8.66088509e+02,-6.00578138e+01,4.24355045e-04,7.63184189e-01,8.65027856e-05,2.02259106e+00,9.63271733e+01,9.47246009e+01,9.69794969e-02,9.62027945e+01
8.71088509e+02,-6.00547937e+01,4.24675415e-04,7.63275982e-01,8.60916609e-05,2.02248195e+00,9.63111482e+01,9.47087120e+01,9.70478244e-02,9.62012622e+01
8.76088509e+02,-6.00517727e+01,4.24996112e-04,7.63367645e-01,8.56825989e-05,2.02237338e+00,9.62951245e+01,9.46928289e+01,9.71161631e-02,9.61997296e+01
8.81088509e+02,-6.00487510e+01,4.25317139e-04,7.63459180e-01,8.52755894e-05,2.02226534e+00,9.62791023e+01,9.46769515e+01,9.71845130e-02,9.61981968e+01
8.86088509e+02,-6.00457284e+01,4.25638495e-04,7.63550585e-01,8.48706222e-05,2.02215785e+00,9.62630815e+01,9.46610798e+01,9.72528743e-02,9.61966636e+01
8.91088509e+02,-6.00427050e+01,4.25960184e-04,7.63641862e-01,8.44676871e-05,2.02205088e+00,9.62470623e+01,9.46452137e+01,9.73212473e-02,9.61951301e+01
8.96088509e+02,-6.00396807e+01,4.26282205e-04,7.63733010e-01,8.40667740e-05,2.02194444e+00,9.62310446e+01,9.46293531e+01,9.73896322e-02,9.61935962e+01
9.01088509e+02,-6.00366556e+01,4.26604560e-04,7.63824029e-01,8.36678728e-05,2.02183853e+00,9.62150285e+01,9.46134981e+01,9.74580290e-02,9.61920621e+01
9.06088509e+02,-6.00336296e+01,4.26927251e-04,7.63914919e-01,8.32709734e-05,2.02173315e+00,9.61990140e+01,9.45976486e+01,9.75264380e-02,9.61905277e+01
9.11088509e+02,-6.00306027e+01,4.27250278e-04,7.64005681e-01,8.28760659e-05,2.02162829e+00,9.61830012e+01,9.45818044e+01,9.75948594e-02,9.61889929e+01
9.16088509e+02,-6.00275750e+01,4.27573643e-04,7.64096315e-01,8.24831404e-05,2.02152395e+00,9.61669901e+01,9.45659657e+01,9.76632932e-02,9.61874578e+01
9.21088509e+02,-6.00245464e+01,4.27897346e-04,7.64186820e-01,8.20921871e-05,2.02142012e+00,9.61509807e+01,9.45501323e+01,9.77317397e-02,9.61859223e+01
9.26088509e+02,-6.00215169e+01,4.28221390e-04,7.64277197e-01,8.17031960e-05,2.02131681e+00,9.61349731e+01,9.45343042e+01,9.78001990e-02,9.61843866e+01
9.31088509e+02,-6.00184865e+01,4.28545775e-04,7.64367446e-01,8.13161574e-05,2.02121401e+00,9.61189673e+01,9.45184813e+01,9.78686712e-02,9.61828504e+01
9.36088509e+02,-6.00154553e+01,4.28870503e-04,7.64457568e-01,8.09310615e-05,2.02111173e+00,9.61029634e+01,9.45026637e+01,9.79371566e-02,9.61813140e+01
9.41088509e+02,-6.00124230e+01,4.29195574e-04,7.64547561e-01,8.05478988e-05,2.02100994e+00,9.60869614e+01,9.44868512e+01,9.80056552e-02,9.61797772e+01
9.46088509e+02,-6.00093899e+01,4.29520989e-04,7.64637427e-01,8.01666596e-05,2.02090867e+00,9.60709612e+01,9.44710438e+01,9.80741671e-02,9.61782400e+01
9.51088509e+02,-6.00063559e+01,4.29846750e-04,7.64727165e-01,7.97873342e-05,2.02080789e+00,9.60549630e+01,9.44552416e+01,9.81426926e-02,9.61767025e+01
9.56088509e+02,-6.00033209e+01,4.30172858e-04,7.64816776e-01,7.94099132e-05,2.02070762e+00,9.60389668e+01,9.44394444e+01,9.82112317e-02,9.61751646e+01
9.61088509e+02,-6.00002850e+01,4.30499313e-04,7.64906260e-01,7.90343870e-05,2.02060784e+00,9.60229726e+01,9.44236522e+01,9.82797845e-02,9.61736264e+01
9.66088509e+02,-5.99972482e+01,4.30826118e-04,7.64995616e-01,7.86607463e-05,2.02050856e+00,9.60069804e+01,9.44078650e+01,9.83483512e-02,9.61720878e+01
9.71088509e+02,-5.99942104e+01,4.31153272e-04,7.65084845e-01,7.82889816e-05,2.02040977e+00,9.59909903e+01,9.43920827e+01,9.84169319e-02,9.61705488e+01
9.76088509e+02,-5.99911716e+01,4.31480777e-04,7.65173947e-01,7.79190836e-05,2.02031147e+00,9.59750023e+01,9.43763054e+01,9.84855267e-02,9.61690094e+01
9.81088509e+02,-5.99881319e+01,4.31808635e-04,7.65262923e-01,7.75510429e-05,2.02021366e+00,9.59590163e+01,9.43605329e+01,9.85541358e-02,9.61674697e+01
9.86088509e+02,-5.99850913e+01,4.32136845e-04,7.65351771e-01,7.71848504e-05,2.02011633e+00,9.59430326e+01,9.43447653e+01,9.86227591e-02,9.61659296e+01
9.91088509e+02,-5.99820496e+01,4.32465409e-04,7.65440493e-01,7.68204969e-05,2.02001949e+00,9.59270510e+01,9.43290025e+01,9.86913969e-02,9.61643891e+01
9.96088509e+02,-5.99790070e+01,4.32794329e-04,7.65529089e-01,7.64579731e-05,2.01992313e+00,9.59110716e+01,9.43132445e+01,9.87600492e-02,9.61628483e+01
1.00108851e+03,-5.99759634e+01,4.33123604e-04,7.65617558e-01,7.60972700e-05,2.01982724e+00,9.58950945e+01,9.42974913e+01,9.88287161e-02,9.61613070e+01
1.00608851e+03,-5.99729189e+01,4.33453236e-04,7.65705900e-01,7.57383784e-05,2.01973183e+00,9.58791196e+01,9.42817428e+01,9.88973977e-02,9.61597654e+01
1.01108851e+03,-5.99698733e+01,4.33783226e-04,7.65794116e-01,7.53812894e-05,2.01963690e+00,9.58631470e+01,9.42659990e+01,9.89660942e-02,9.61582233e+01
1.01608851e+03,-5.99668267e+01,4.34113575e-04,7.65882207e-01,7.50259940e-05,2.01954244e+00,9.58471766e+01,9.42502599e+01,9.90348055e-02,9.61566809e+01
1.02108851e+03,-5.99637792e+01,4.34444284e-04,7.65970171e-01,7.46724833e-05,2.01944844e+00,9.58312086e+01,9.42345254e+01,9.91035318e-02,9.61551381e+01
1.02608851e+03,-5.99607306e+01,4.34775354e-04,7.66058009e-01,7.43207483e-05,2.01935491e+00,9.58152430e+01,9.42187955e+01,9.91722732e-02,9.61535949e+01
1.03108851e+03,-5.99576811e+01,4.35106786e-04,7.66145722e-01,7.39707802e-05,2.01926185e+00,9.57992797e+01,9.42030703e+01,9.92410297e-02,9.61520512e+01
1.03608851e+03,-5.99546305e+01,4.35438580e-04,7.66233309e-01,7.36225703e-05,2.01916925e+00,9.57833188e+01,9.41873496e+01,9.93098015e-02,9.61505072e+01
1.04108851e+03,-5.99515789e+01,4.35770737e-04,7.66320770e-01,7.32761097e-05,2.01907711e+00,9.57673603e+01,9.41716335e+01,9.93785885e-02,9.61489628e+01
1.04608851e+03,-5.99485263e+01,4.36103259e-04,7.66408106e-01,7.29313897e-05,2.01898543e+00,9.57514043e+01,9.41559219e+01,9.94473909e-02,9.61474180e+01
1.05108851e+03,-5.99454726e+01,4.36436147e-04,7.66495317e-01,7.25884018e-05,2.01889420e+00,9.57354507e+01,9.41402148e+01,9.95162088e-02,9.61458727e+01
1.05608851e+03,-5.99424180e+01,4.36769401e-04,7.66582402e-01,7.22471372e-05,2.01880342e+00,9.57194995e+01,9.41245122e+01,9.95850422e-02,9.61443271e+01
1.06108851e+03,-5.99393623e+01,4.37103022e-04,7.66669362e-01,7.19075873e-05,2.01871310e+00,9.57035509e+01,9.41088140e+01,9.96538911e-02,9.61427810e+01
1.06608851e+03,-5.99363055e+01,4.37437011e-04,7.66756198e-01,7.15697437e-05,2.01862323e+00,9.56876048e+01,9.40931203e+01,9.97227557e-02,9.61412345e+01
1.07108851e+03,-5.99332477e+01,4.37771368e-04,7.66842908e-01,7.12335978e-05,2.01853380e+00,9.56716612e+01,9.40774310e+01,9.97916360e-02,9.61396876e+01
1.07608851e+03,-5.99301889e+01,4.38106096e-04,7.66929493e-01,7.08991412e-05,2.01844481e+00,9.56557202e+01,9.40617461e+01,9.98605321e-02,9.61381403e+01
1.08108851e+03,-5.99271290e+01,4.38441194e-04,7.67015954e-01,7.05663654e-05,2.01835627e+00,9.56397818e+01,9.40460656e+01,9.99294439e-02,9.61365925e+01
1.08608851e+03,-5.99240681e+01,4.38776664e-04,7.67102290e-01,7.02352621e-05,2.01826817e+00,9.56238459e+01,9.40303894e+01,9.99983717e-02,9.61350444e+01
1.09108851e+03,-5.99210061e+01,4.39112506e-04,7.67188502e-01,6.99058230e-05,2.01818051e+00,9.56079126e+01,9.40147176e+01,1.00067315e-01,9.61334958e+01
1.09608851e+03,-5.99179431e+01,4.39448722e-04,7.67274590e-01,6.95780398e-05,2.01809328e+00,9.55919820e+01,9.39990501e+01,1.00136275e-01,9.61319467e+01
1.10108851e+03,-5.99148790e+01,4.39785311e-04,7.67360553e-01,6.92519042e-05,2.01800649e+00,9.55760540e+01,9.39833869e+01,1.00205251e-01,9.61303973e+01
1.10608851e+03,-5.99118138e+01,4.40122276e-04,7.67446392e-01,6.89274080e-05,2.01792013e+00,9.55601287e+01,9.39677280e+01,1.00274242e-01,9.61288474e+01
1.11108851e+03,-5.99087476e+01,4.40459616e-04,7.67532107e-01,6.86045431e-05,2.01783419e+00,9.55442060e+01,9.39520734e+01,1.00343250e-01,9.61272971e+01
1.11608851e+03,-5.99056803e+01,4.40797332e-04,7.67617697e-01,6.82833013e-05,2.01774869e+00,9.55282860e+01,9.39364230e+01,1.00412274e-01,9.61257464e+01
1.12108851e+03,-5.99026119e+01,4.41135426e-04,7.67703165e-01,6.79636745e-05,2.01766361e+00,9.55123687e+01,9.39207768e+01,1.00481315e-01,9.61241952e+01
1.12608851e+03,-5.98995424e+01,4.41473898e-04,7.67788508e-01,6.76456548e-05,2.01757895e+00,9.54964542e+01,9.39051349e+01,1.00550371e-01,9.61226436e+01
1.13108851e+03,-5.98964719e+01,4.41812749e-04,7.67873728e-01,6.73292340e-05,2.01749472e+00,9.54805424e+01,9.38894972e+01,1.00619444e-01,9.61210915e+01
1.13608851e+03,-5.98934002e+01,4.42151980e-04,7.67958824e-01,6.70144043e-05,2.01741090e+00,9.54646333e+01,9.38738637e+01,1.00688533e-01,9.61195391e+01
1.14108851e+03,-5.98903275e+01,4.42491592e-04,7.68043797e-01,6.67011578e-05,2.01732750e+00,9.54487270e+01,9.38582343e+01,1.00757639e-01,9.61179861e+01
1.14608851e+03,-5.98872537e+01,4.42831585e-04,7.68128646e-01,6.63894864e-05,2.01724452e+00,9.54328234e+01,9.38426091e+01,1.00826760e-01,9.61164328e+01
1.15108851e+03,-5.98841788e+01,4.43171959e-04,7.68213372e-01,6.60793825e-05,2.01716195e+00,9.54169227e+01,9.38269881e+01,1.00895899e-01,9.61148790e+01
1.15608851e+03,-5.98811028e+01,4.43512717e-04,7.68297975e-01,6.57708381e-05,2.01707979e+00,9.54010248e+01,9.38113712e+01,1.00965053e-01,9.61133247e+01
1.16108851e+03,-5.98780257e+01,4.43853859e-04,7.68382455e-01,6.54638455e-05,2.01699803e+00,9.53851296e+01,9.37957584e+01,1.01034225e-01,9.61117700e+01
